#;Tipo;Situação;Título;Qual o tipo do produto? ;Texto da busca;Qual foi a data da coleta?;Marketplace;Fabricante;Modelo do Produto;Valor;Existe campo código SCH?;Código SCH foi fornecido?;Qual código SCH fornecido?;Código SCH é o do produto?;Código EAN foi fornecido?;Qual código EAN fornecido?;Código EAN é o do produto?;Produto do anúncio homologado?
151800;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000323;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Huawei;P30 Lite;1274,25;Sim;Sim;074561903257;Sim;Não;0;Não é possível afirmar;Sim
151799;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000322;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Multilaser;F;449,00;Sim;Sim;042811903111;Sim;Não;0;Não é possível afirmar;Sim
151798;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000321;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Outras;12 4G;1189,00;Sim;Sim;000032209185;Não;Não;0;Não é possível afirmar;Não
151797;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000320;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Xiaomi;Poco C65;1049,00;Sim;Sim;175342314550;Sim;Não;0;Não é possível afirmar;Sim
151796;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000319;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Xiaomi;Poco X6 5G;1678,00;Sim;Sim;217652209185;Não;Não;0;Não é possível afirmar;Não
151795;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000318;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Samsung;A32 Dual SIM;1127,00;Sim;Sim;004242100953;Sim;Não;0;Não é possível afirmar;Sim
151794;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000317;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Philco;Hit P10;249,00;Sim;Sim;061752009445;Sim;Não;0;Não é possível afirmar;Sim
151793;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000316;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;TCL;L5;594,18;Sim;Sim;130982007600;Sim;Não;0;Não é possível afirmar;Sim
151792;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000315;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Realme;NOTE 50;878,08;Sim;Sim;002722413366;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151791;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000314;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Realme;11 5G;1399,00;Sim;Sim;213362313366;Sim;Não;0;Não é possível afirmar;Sim
151790;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000313;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Infinix;Smart 8 Pro;1062,97;Sim;Sim;018532415156;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151789;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000312;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Xiaomi;7;589,09;Sim;Sim;021171909185;Sim;Não;0;Não é possível afirmar;Sim
151788;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000311;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Samsung;A31;1367,02;Sim;Sim;016382000953;Sim;Não;0;Não é possível afirmar;Sim
151787;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000310;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Samsung;Note10+;1273,41;Sim;Sim;047671900953;Sim;Não;0;Não é possível afirmar;Sim
151786;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000309;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;LG;G3;506,66;Sim;Sim;013801401003;Sim;Não;0;Não é possível afirmar;Sim
151785;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000308;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Xiaomi;13C;1079,00;Sim;Sim;175342314550;Sim;Não;0;Não é possível afirmar;Sim
151784;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000307;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Xiaomi;Poco M4 Pro;1455,00;Sim;Sim;021182209185;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151783;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000306;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Redmi;Note 11;1621,94;Sim;Sim;021192209185;Sim;Não;0;Não é possível afirmar;Sim
151782;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000305;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Realme;C51;808,00;Sim;Sim;065732313366;Não;Não;0;Não é possível afirmar;Não
151781;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000304;Celulares e Smartphones;smartphone;12/07/2024;Mercado Livre;Xiaomi;Xiaomi 12;2564,05;Sim;Sim;005372209185;Sim;Não;0;Não é possível afirmar;Sim
151780;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000303;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Xiaomi;Note 13;1883,00;Sim;Sim;007982209185;Não;Não;0;Não é possível afirmar;Sim
151779;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000302;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Samsung;A05s;854,10;Sim;Sim;184262300953;Sim;Não;0;Não é possível afirmar;Sim
151778;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000301;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Samsung;A25;1574,10;Sim;Sim;198292300953;Sim;Não;0;Não é possível afirmar;Sim
151777;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000300;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Samsung;S23;2988,10;Sim;Sim;171522200953;Sim;Não;0;Não é possível afirmar;Sim
151776;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000299;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Samsung;Galaxy A35;1635,40;Sim;Sim;235482300953;Sim;Não;0;Não é possível afirmar;Sim
151775;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000298;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Multilaser;Up Play;167,90;Sim;Sim;037242214637;Não;Não;0;Não é possível afirmar;Sim
151774;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000297;Outros;smartphone;12/07/2024;Magazine Luiza;Samsung;Fit3;2248,20;Sim;Sim;198302301739;Sim;Não;0;Não;Sim
151773;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000296;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;G32;-1,00;Sim;Sim;067902200330;Sim;Não;0;Não é possível afirmar;Sim
151772;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000295;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Xiaomi;Poco M4;1399,99;Sim;Sim;51172214550;Sim;Não;0;Não é possível afirmar;Sim
151771;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000294;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Multilaser;Up Play;282,50;Sim;Sim;032241803111;Sim;Não;0;Não é possível afirmar;Sim
151770;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000293;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Apple;iPhone 15;6499,00;Sim;Sim;127572301993;Sim;Não;0;Não é possível afirmar;Sim
151769;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000292;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;Moto g31;1079,10;Sim;Sim;112462100330;Sim;Não;0;Não é possível afirmar;Sim
151768;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000291;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Xiaomi;Redmi 13C;-1,00;Não;Não;0;Não é possível afirmar;Não;6941812754085;Sim;Sim
151767;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000290;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Realme;Realme C65;1499,90;Sim;Sim;027862413366;Sim;Não;0;Não é possível afirmar;Sim
151766;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000289;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Apple;iPhone 15 Pro Max;10619,10;Sim;Sim;127822301993;Sim;Não;0;Não é possível afirmar;Sim
151765;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000288;Outros;smartphone;12/07/2024;Magazine Luiza;Samsung;Fit3;2698,20;Sim;Sim;198302301739;Sim;Não;0;Não é possível afirmar;Sim
151764;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000287;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;E22;698,99;Sim;Sim;126752200330;Sim;Não;0;Não é possível afirmar;Sim
151763;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000286;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Apple;iPhone 13;5039,10;Sim;Sim;112722101993;Sim;Não;0;Não é possível afirmar;Sim
151762;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000285;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;Moto G24;739,00;Sim;Sim;206672300330;Sim;Não;0;Não é possível afirmar;Não
151761;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000284;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Positivo ;P26;255,38;Sim;Sim;025931304858;Não;Não;0;Não é possível afirmar;Sim
151760;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000283;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Multilaser;E PRO;229,90;Sim;Sim;047442103111;Sim;Não;0;Não é possível afirmar;Sim
151759;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000282;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;Edge 50 Fusion;2999,00;Sim;Sim;033452400330;Sim;Não;0;Não é possível afirmar;Sim
151758;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000281;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;30 Pro;2699,10;Sim;Sim;176692100330;Sim;Não;0;Não é possível afirmar;Sim
151757;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000280;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Xiaomi;Redmi 13;-1,00;Sim;Sim;221962314550;Sim;Não;0;Não é possível afirmar;Sim
151756;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000279;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;G04s;699,00;Sim;Sim;032192400330;Sim;Não;0;Não é possível afirmar;Sim
151755;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000278;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;OPPO;A79;1979,10;Sim;Sim;003132414862;Sim;Não;0;Não é possível afirmar;Sim
151754;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000277;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Xiaomi;Redmi 12;1485,00;Sim;Sim;107282309185;Sim;Não;0;Não é possível afirmar;Sim
151753;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000276;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;Edge 50 Fusion;2699,10;Sim;Sim;033452400330;Sim;Não;0;Não é possível afirmar;Sim
151752;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000275;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Samsung;Galaxy A25;1322,10;Sim;Sim;198252300953;Sim;Não;0;Não é possível afirmar;Sim
151751;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000274;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Samsung;A15;825,00;Sim;Sim;198252300953;Sim;Não;0;Não é possível afirmar;Sim
151750;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000273;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Xiaomi;Redmi 13;1210,50;Não;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Sim
151749;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000272;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Apple;iPhone 15 Pro;7649,10;Sim;Sim;127832301993;Sim;Não;0;Não é possível afirmar;Sim
151748;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000271;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Samsung;Galaxy A15;1077,99;Sim;Sim;174092200330;Sim;Não;0;Não é possível afirmar;Sim
151747;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000270;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Samsung;A25;1574,10;Sim;Sim;198292300953;Sim;Não;0;Não é possível afirmar;Sim
151746;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000269;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;E22;584,10;Sim;Sim;126752200330;Sim;Não;0;Não é possível afirmar;Sim
151745;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000268;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Xiaomi;Redmi Note 11;1499,99;Sim;Sim;007982209185;Sim;Não;0;Não é possível afirmar;Sim
151744;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000267;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Multilaser;P9161;347,00;Sim;Sim;020681903111;Não;Não;0;Não é possível afirmar;Não
151743;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000266;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;Moto g60;1349,10;Sim;Sim;013692100330;Sim;Não;0;Não é possível afirmar;Sim
151742;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000265;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Xiaomi;Redmi 13C;1195,08;Sim;Sim;175342314550;Sim;Não;0;Não é possível afirmar;Sim
151741;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000264;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Samsung;Galaxy A05;719,10;Sim;Sim;139722300953;Sim;Não;0;Não é possível afirmar;Sim
151740;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000263;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Positivo ;P50;434,78;Sim;Sim;019971205125;Não;Não;0;Não é possível afirmar;Sim
151739;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000262;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;Moto g20;1259,10;Sim;Sim;017092100330;Sim;Não;0;Não é possível afirmar;Sim
151738;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000261;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Realme;Realme C53;908,04;Sim;Sim;060522313366;Sim;Não;0;Não é possível afirmar;Sim
151737;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000260;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Xiaomi;Redmi 13C;1231,99;Sim;Sim;175342314550;Sim;Não;0;Não é possível afirmar;Sim
151736;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000259;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Samsung;S23 FE;3239,10;Sim;Sim;139732300953;Sim;Não;0;Não é possível afirmar;Sim
151735;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000258;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Multilaser;Up Play;311,16;Sim;Sim;032241803111;Sim;Não;0;Não é possível afirmar;Sim
151734;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000257;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Samsung;S22;3149,10;Sim;Sim;162182100953;Sim;Não;0;Não é possível afirmar;Sim
151733;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000256;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Samsung;Galaxy A35;2889,00;Sim;Sim;235482300953;Sim;Não;0;Não é possível afirmar;Sim
151732;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000255;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Apple;iPhone 15;4949,10;Sim;Sim;127572301993;Sim;Não;0;Não é possível afirmar;Sim
151731;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000254;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;G60s;1799,10;Sim;Sim;070172100330;Sim;Não;0;Não é possível afirmar;Sim
151730;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000253;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;E22;692,10;Sim;Sim;126752200330;Sim;Não;0;Não é possível afirmar;Sim
151729;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000252;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Xiaomi;Redmi Note 13;2199,00;Sim;Sim;175412314550;Sim;Não;0;Não é possível afirmar;Sim
151728;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000251;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;G24;799,00;Sim;Sim;206672300330;Sim;Não;0;Não é possível afirmar;Sim
151727;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000250;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Samsung;S23 Ultra;5399,10;Sim;Sim;171532200953;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151726;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000249;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;G60s;1799,10;Sim;Sim;070172100330;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151725;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000248;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Erro PDF;"PDF retornou erro ""404 NOT FOUND""";2483,08;Sim;Sim;219892200953;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151724;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000247;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Apple;Apple iPhone 14 256GB Meia-noite;4699,00;Sim;Sim;109872201993;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151723;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000246;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Motorola;40;3599,10;Sim;Sim;062482300330;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151722;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000245;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Positivo P41;Celular simples 4g positivo p41: dual chip, câmera traseira;484,79;Sim;Sim;025931304858;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151721;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000244;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Xiaomi;Erro PDF;1426,00;Sim;Sim;107282309185;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151720;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000243;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Erro PDF;Erro PDF;3229,90;Sim;Sim;206152313366;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151719;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000242;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Erro PDF;Smart 8 Pro;881,91;Sim;Sim;018532415156;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151718;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000241;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Sem PDF;0;944,10;Não;Não;000000000000;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151717;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000240;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Positivo P50;0;367,37;Sim;Sim;019971205125;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151716;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000239;Celulares e Smartphones;smartphone;12/07/2024;Magazine Luiza;Apple;iPhone 15;5599,99;Não;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151715;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000238;Celulares e Smartphones;smartphone;12/07/2024;Casas Bahia;ZTE;ZTE Blade A3;349,00;Sim;Sim;158922301914;Sim;Sim;7898518000222;Sim;Sim
151714;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000237;Celulares e Smartphones;smartphone;12/07/2024;Casas Bahia;Xiaomi;22041219NY;0,00;Sim;Sim;051192214550;Sim;Sim;7908426305323;Sim;Sim
151712;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000235;Celulares e Smartphones;smartphone;12/07/2024;Casas Bahia;Samsung;SM-A356E/DS;2161,06;Sim;Sim;235482300953;Sim;Sim;7892509135283;Sim;Sim
151711;Fiscalização de Marketplace;Concluída;INSP_PACP_20240712_000234;Celulares e Smartphones;smartphone;12/07/2024;Casas Bahia;Samsung;Galaxy A15;1298,00;Sim;Sim;198252300953;Sim;Sim;7892509134842;Sim;Sim
